id,kraj,leto,cena,agencija,opis,nadstropja,povrsina_zemljisca,povrsina_hise,ima_klet,drzava 
6436262,MEDULIN,2022,890000,"Sonce skupina d.o.o., PE Ljubljana","300 m2, samostojna, zgrajena l. 2022, 600 m2 zemljišča, P+1, prodamo. Cena: 890.000,00 EUR",P+1,600,300,False,Hrvaska
6257923,MEDULIN,2000,320000,"Sonce skupina d.o.o., PE Ljubljana","300 m2, samostojna, zgrajena l. 2000, 450 m2 zemljišča, P+1+2, prodamo. Cena: 320.000,00 EUR",P+1+2,450,300,False,Hrvaska
6264757,MEDULIN,2000,395000,"Sonce skupina d.o.o., PE Ljubljana","300 m2, samostojna, zgrajena l. 2000, 1.000 m2 zemljišča, prodamo. Cena: 395.000,00 EUR",,1000,300,,Hrvaska
6402099,MEDULIN,2020,690000,Bagi Immobilien d.o.o. ,"300 m2, samostojna, zgrajena l. 2020, 600 m2 zemljišča, prodamo. Cena: 690.000,00 EUR",,600,300,,Hrvaska
6425251,MEDULIN,2021,330000,"Sonce skupina d.o.o., PE Ljubljana","330 m2, hiša, zgrajena l. 2021, 270 m2 zemljišča, P+1+2, prodamo. Cena: 330.000,00 EUR",P+1+2,270,330,False,Hrvaska
6379243,MEDULIN,2020,439000,"Sonce skupina d.o.o., PE Ljubljana","338 m2, samostojna, zgrajena l. 2020, 603 m2 zemljišča, K+P+M, prodamo. Cena: 439.000,00 EUR",K+P+M,603,338,True,Hrvaska
6324348,MEDULIN,2004,485000,"Sonce skupina d.o.o., PE Ljubljana","385 m2, samostojna, zgrajena l. 2004, 400 m2 zemljišča, prodamo. Cena: 485.000,00 EUR",,400,385,,Hrvaska
6435314,MEDULIN,2018,400000,Alma dom - obrt za prodaju nekretnina,"466 m2, samostojna, adaptirana l. 2018, 600 m2 zemljišča, prodamo. Cena: 400.000,00 EUR",,600,466,,Hrvaska
6439844,MEDULIN,2015,1400000,Alma dom - obrt za prodaju nekretnina,"520 m2, samostojna, zgrajena l. 2015, 600 m2 zemljišča, prodamo. Cena: 1.400.000,00 EUR",,600,520,,Hrvaska
6309952,MEDULIN,1990,440000,"Sonce skupina d.o.o., PE Ljubljana","550 m2, samostojna, zgrajena l. 1990, 470 m2 zemljišča, prodamo. Cena: 440.000,00 EUR",,470,550,,Hrvaska
6257409,MEDULIN,2005,1200000,"Sonce skupina d.o.o., PE Ljubljana","700 m2, samostojna, zgrajena l. 2005, 1.320 m2 zemljišča, Medulin, prva vrsta pri morju, mirna in tiha lokacija, mini ho...",,1320,700,,Hrvaska
6144531,MEDULIN,2000,1500000,"Sonce skupina d.o.o., PE Ljubljana","750 m2, samostojna, zgrajena l. 2000, 1.418 m2 zemljišča, P+1+M, prodamo. Cena: 1.500.000,00 EUR",P+1+M,1418,750,False,Hrvaska
6402040,"MEDULIN, BANJOLE",2019,950000,Bagi Immobilien d.o.o. ,"230 m2, samostojna, zgrajena l. 2019, 900 m2 zemljišča, prodamo. Cena: 950.000,00 EUR",,900,230,,Hrvaska
6423371,"MEDULIN, BLIZINA MEDULINA",2020,770000,Alma dom - obrt za prodaju nekretnina,"185 m2, samostojna, zgrajena l. 2020, 1.500 m2 zemljišča, prodamo. Cena: 770.000,00 EUR",,1500,185,,Hrvaska
6334690,"MEDULIN, BREZ PROVIZIJE ZA KUPCA",2016,249000,KU-MI nepremičnine d.o.o.,"190 m2, samostojna, zgrajena l. 2016, 580 m2 zemljišča, hiša odmaknjena od centra mesta cca. 800m in do morja 1000m, v b...",,580,190,,Hrvaska
6426354,"MEDULIN, BURLE",2006,80000,Studio modul d.o.o.,"52 m2, samostojna, zgrajena l. 2006, 100 m2 zemljišča, P+M, prijetna in urejena hišica, bazen, oddaljenost 150m do morja...",P+M,100,52,False,Hrvaska
6414429,"MEDULIN, INVESTICIJSKA PRILOŽNOST",1928,199000,"Vlado Babić s.p., poslovna enota ATLAS NEPREMIČNINE","130 m2, samostojna, zgrajena l. 1928, adaptirana l. 2008, 40 m2 zemljišča, brez provizije,500m od morja, center, odlična...",,40,130,,Hrvaska
6418337,"MEDULIN, LIŽNJAN",2021,195000,"Sonce skupina d.o.o., PE Ljubljana","100 m2, dvojček, zgrajen l. 2021, 150 m2 zemljišča, prodamo. Cena: 195.000,00 EUR",,150,100,,Hrvaska
6418336,"MEDULIN, LIŽNJAN",2021,188000,"Sonce skupina d.o.o., PE Ljubljana","100 m2, dvojček, zgrajen l. 2021, 130 m2 zemljišča, prodamo. Cena: 188.000,00 EUR",,130,100,,Hrvaska
6011439,"MEDULIN, POMER",2015,390000,Istra-immobilien obrt za poslovanje nekretninama,"300 m2, samostojna, zgrajena l. 2015, 300 m2 zemljišča, Hiša z 9 stanovanj in pogledom na morje, prodamo. Cena: 390.000,...",,300,300,,Hrvaska
6433675,MILNA,2013,1550000,Opereta d.o.o.,"572,82 m2, samostojna, zgrajena l. 2013, prodamo. Cena: 1.550.000,00 EUR",,,572,,Hrvaska
6269849,MOMJAN,2010,83000,Arx - primus d.o.o.,"33 m2, hiša, adaptirana l. 2010, adaptirana l. 2010, 1.106 m2 zemljišča, P+1/2 nad., Voda,Septična jama,ElektrikaMiren p...",P+1,1106,33,False,Hrvaska
6437679,MOMJAN,2008,195000,Agencija Miro d.o.o. ,"130 m2, samostojna, zgrajena l. 2008, 1.100 m2 zemljišča, P+1, kamnita hiša v bližini momjana s pogledom na morje prilik...",P+1,1100,130,False,Hrvaska
6435301,MOMJAN,2019,335000,Stavset d.o.o.,"200 m2, samostojna, novogradnja, začetek gradnje l. 2019, 1.000 m2 zemljišča, P+1, Kamnita hiša v gradnji, prodamo. Cena...",P+1,1000,200,False,Hrvaska
6437684,MONTEROL,2016,680000,"Nepremičninska družba, d.o.o., PE RE/MAX Obala","120 m2, vrstna, zgrajena l. 2016, 313 m2 zemljišča, prodamo hišo - umag - monterol - neposredna bližina naselja stella m...",,313,120,,Hrvaska
6221626,MOTOVUN,1920,35000,"Sonce skupina d.o.o., PE Ljubljana","70 m2, samostojna, zgrajena l. 1920, 579 m2 zemljišča, P+M, prodamo. Cena: 35.000,00 EUR",P+M,579,70,False,Hrvaska
6226073,MOTOVUN,1900,98000,"Sonce skupina d.o.o., PE Ljubljana","75 m2, vrstna, zgrajena l. 1900, adaptirana l. 2007, prodamo. Cena: 98.000,00 EUR",,,75,,Hrvaska
6440379,MOTOVUN,2018,275000,Alma dom - obrt za prodaju nekretnina,"100 m2, samostojna, zgrajena l. 2018, 250 m2 zemljišča, prodamo. Cena: 275.000,00 EUR",,250,100,,Hrvaska
6103712,MOTOVUN,2008,110000,"Aeon nepremičnine, d.o.o.","104,37 m2, vrstna, adaptirana l. 2008, prodamo. Cena: 110.000,00 EUR",,,104,,Hrvaska
6103718,MOTOVUN,1894,130000,"Aeon nepremičnine, d.o.o.","176,9 m2, samostojna, zgrajena l. 1894, prodamo. Cena: 130.000,00 EUR",,,176,,Hrvaska
6305277,MOTOVUN,1999,285000,"Sonce skupina d.o.o., PE Ljubljana","250 m2, hiša, zgrajena l. 1999, 1.482 m2 zemljišča, okolica motovuna - priložnost . kamnita hiša s 3 apartmaji + bazen +...",,1482,250,,Hrvaska
6205455,MOTOVUN,1920,125000,"Sonce skupina d.o.o., PE Ljubljana","270 m2, vrstna, zgrajena l. 1920, prodamo. Cena: 125.000,00 EUR",,,270,,Hrvaska
6273526,MOTOVUN,1712,990000,"Sonce skupina d.o.o., PE Ljubljana","490 m2, samostojna, zgrajena l. 1712, adaptirana l. 2016, 12.000 m2 zemljišča, P+1/2 nad., prodamo. Cena: 990.000,00 EUR...",P+1,12000,490,False,Hrvaska
6305111,MOTOVUN,1712,990000,"Sonce skupina d.o.o., PE Ljubljana","490 m2, samostojna, zgrajena l. 1712, adaptirana l. 1999, 12.000 m2 zemljišča, MOTOVUN - Prodaja edinstvene podeželske n...",,12000,490,,Hrvaska
6201139,"MOTOVUN, BELETIĆEV BRIJEG",1900,255000,M.I N. Aquila d.o.o.,"90 m2, dvojček, zgrajen l. 1900, adaptiran l. 2018, 250 m2 zemljišča, P+1+M, Renovirana kamnita hiša z bazenom na lepi i...",P+1+M,250,90,False,Hrvaska
6420390,"MOTOVUN, LUKSUZNA VILA",2020,890000,"INBA, nepremičninska družba, d.o.o.","220 m2, samostojna, zgrajena l. 2020, 1.500 m2 zemljišča, P+M, Luksuzna vila v Istri, prodamo. Cena: 890.000,00 EUR",P+M,1500,220,False,Hrvaska
6238653,MRZLA VODICA,1997,220000,"Sonce skupina d.o.o., PE Ljubljana","180 m2, samostojna, zgrajena l. 1997, 8.000 m2 zemljišča, K+P+1+M, prodamo. Cena: 220.000,00 EUR",K+P+1+M,8000,180,True,Hrvaska
6351757,MUGEBA,2015,548000,Rocco nepremičnine d.o.o.,"181 m2, samostojna, zgrajena l. 2015, 350 m2 zemljišča, 181 m2, samostojna, zgrajena l. 2015,350 m2 zemljišča, P+1, V na...",,350,181,,Hrvaska
6438099,MURINE,2010,495000,Agencija Promova,"250 m2, samostojna, zgrajena l. 2010, 600 m2 zemljišča, P+1, Umag 2 km, zanimliva lepa hiša z tri apartmaja, bazen, kono...",P+1,600,250,False,Hrvaska
6409938,MURINE,1998,750000,Arx - primus d.o.o.,"381,22 m2, samostojna, zgrajena l. 1998, 1.234 m2 zemljišča, P+1+2/3 nad., Pogled na morjeBazen,Centralna klimatska napr...",P+1+2,1234,381,False,Hrvaska
6244414,"MURTER, TIK OB MORJU IN PLAŽI",1997,380000,Zasebna ponudba,"110 m2, samostojna, zgrajena l. 1997, adaptirana l. 2019, 500 m2 zemljišča, P+1, Na prekrasni mirni lokaciji, tik ob mor...",P+1,500,110,False,Hrvaska
6433804,NEREŽIŠĆA,2005,315000,Opereta d.o.o.,"103 m2, samostojna, zgrajena l. 2005, prodamo. Cena: 315.000,00 EUR",,,103,,Hrvaska
6425730,"NIN, OKOLICA ZADRA",2015,790000,Roni nepremičnine d.o.o.,"167,32 m2, samostojna, zgrajena l. 2015, 352 m2 zemljišča, P+1, Sodobna vila z bazenom, 167,32 m2, s parcelo 352 m2, v o...",P+1,352,167,False,Hrvaska
6384225,NINSKI STANOVI,2017,260000,Zasebna ponudba,"110 m2, samostojna, zgrajena l. 2017, 920 m2 zemljišča, klima, peč na pelete, tel., kabelska televizija, internet, toplo...",,920,110,,Hrvaska
6427976,NJIVICE,1980,195000,"Manganel, obrt za usluge i poslovanje nekretninama vl. Viktorija Depope Orlić","74 m2, vrstna, zgrajena l. 1980, adaptirana l. 2015, 95 m2 zemljišča, P+1, Otok Krk, Njivice, majhna hiša v vrsti, 350 m...",P+1,95,74,False,Hrvaska
6364169,NJIVICE,1981,340000,Vitus d.o.o.,"164 m2, dvojček, zgrajen l. 1981, 410 m2 zemljišča, P+1, Oddaljenost od morja 280m, prodamo. Cena: max. 340.000,00 EUR",P+1,410,164,False,Hrvaska
6338105,NJIVICE,1975,495000,Vitus d.o.o.,"250 m2, samostojna, zgrajena l. 1975, 817 m2 zemljišča, P+1, Oddaljenost od morja 300m, prodamo. Cena: max. 495.000,00 E...",P+1,817,250,False,Hrvaska
6106339,NJIVICE,1980,1000000,Kvarner imobilije d.o.o. Njivice,"250 m2, samostojna, zgrajena l. 1980, 676 m2 zemljišča, P+1, ekskluzivna lokacija, samostojna hiša z dvema stanovanjema ...",P+1,676,250,False,Hrvaska
6393303,NJIVICE,2019,615000,Casa de mar nekretnine d.o.o.,"263 m2, samostojna, zgrajena l. 2019, 572 m2 zemljišča, K+P+1, prodamo. Cena: 615.000,00 EUR",K+P+1,572,263,True,Hrvaska
6433129,NJIVICE,2015,800000,Casa de mar nekretnine d.o.o.,"268 m2, samostojna, adaptirana l. 2015, 328 m2 zemljišča, P+1, prodamo. Cena: 800.000,00 EUR",P+1,328,268,False,Hrvaska
6240847,NJIVICE,2016,699000,Kvarner imobilije d.o.o. Njivice,"280 m2, samostojna, zgrajena l. 2016, 675 m2 zemljišča, K+P+1, Njivice. Luksuzna moderna vila z čudovitim pogledom na mo...",K+P+1,675,280,True,Hrvaska
5878976,NJIVICE,1983,790000,Kvarner imobilije d.o.o. Njivice,"305 m2, samostojna, zgrajena l. 1983, adaptirana l. 2007, 1.060 m2 zemljišča, EKSKLUZIVNO. Vila v Njivicah z vrtom v vel...",,1060,305,,Hrvaska
6336481,NJIVICE,2018,1480000,Kvarner imobilije d.o.o. Njivice,"374 m2, samostojna, zgrajena l. 2018, 509 m2 zemljišča, P+1+2, Luksuzna vila v Njivicah, 400m od morja, naprodaj, prodam...",P+1+2,509,374,False,Hrvaska
6405324,NOVA VAS,2019,499000,Nova gradnja d.o.o.,"185 m2, samostojna, zgrajena l. 2019, 402 m2 zemljišča, prodamo. Cena: 499.000,00 EUR",,402,185,,Hrvaska
6405329,NOVA VAS,2018,600000,Nova gradnja d.o.o.,"216 m2, samostojna, zgrajena l. 2018, 1.000 m2 zemljišča, prodamo. Cena: 600.000,00 EUR",,1000,216,,Hrvaska
6405344,NOVA VAS,2019,900000,Nova gradnja d.o.o.,"278,74 m2, samostojna, zgrajena l. 2019, 2.000 m2 zemljišča, prodamo. Cena: 900.000,00 EUR",,2000,278,,Hrvaska
6405338,NOVA VAS,2019,900000,Nova gradnja d.o.o.,"289,59 m2, samostojna, zgrajena l. 2019, 2.000 m2 zemljišča, prodamo. Cena: 900.000,00 EUR",,2000,289,,Hrvaska
6433615,NOVALJA,1999,240000,Opereta d.o.o.,"100 m2, samostojna, zgrajena l. 1999, prodamo. Cena: 240.000,00 EUR",,,100,,Hrvaska
6433840,NOVALJA,2019,545000,Opereta d.o.o.,"170 m2, samostojna, zgrajena l. 2019, prodamo. Cena: 545.000,00 EUR",,,170,,Hrvaska
6394652,NOVALJA,1968,450000,Blok 5 d.o.o.,"315 m2, samostojna, zgrajena l. 1968, adaptirana l. 2013, Prodamo apartmajsko hišo v centru Novalje na odlični lokaciji ...",,,315,,Hrvaska
6328948,NOVI VINODOLSKI,1972,260000,"Sonce skupina d.o.o., PE Ljubljana","42 m2, samostojna, zgrajena l. 1972, 560 m2 zemljišča, prodamo. Cena: 260.000,00 EUR",,560,42,,Hrvaska
6437798,NOVI VINODOLSKI,1980,100000,Agencija RM nekretnine d.o.o.,"54 m2, dvojček, zgrajen l. 1980, prodamo. Cena: 100.000,00 EUR",,,54,,Hrvaska
6434609,NOVI VINODOLSKI,1974,140000,Agencija RM nekretnine d.o.o.,"75 m2, dvojček, zgrajen l. 1974, adaptiran l. 2009, prodamo. Cena: 140.000,00 EUR",,,75,,Hrvaska
6231834,NOVI VINODOLSKI,1933,90000,"Sonce skupina d.o.o., PE Ljubljana","80 m2, dvojček, zgrajen l. 1933, adaptiran l. 2000, P+1+M, prodamo. Cena: 90.000,00 EUR",P+1+M,,80,False,Hrvaska
6437801,NOVI VINODOLSKI,1980,135000,Agencija RM nekretnine d.o.o.,"85 m2, samostojna, zgrajena l. 1980, 200 m2 zemljišča, prodamo. Cena: 135.000,00 EUR",,200,85,,Hrvaska
6433373,NOVI VINODOLSKI,1940,190000,Casa de mar nekretnine d.o.o.,"99 m2, vrstna, zgrajena l. 1940, adaptirana l. 2006, P+1+2+M, prodamo. Cena: 190.000,00 EUR",P+1+2+M,,99,False,Hrvaska
6418821,NOVI VINODOLSKI,2003,232000,Casa de mar nekretnine d.o.o.,"100 m2, samostojna, zgrajena l. 2003, adaptirana l. 2018, 28 m2 zemljišča, P+1, prodamo. Cena: 232.000,00 EUR",P+1,28,100,False,Hrvaska
6438132,NOVI VINODOLSKI,1930,105000,Agencija RM nekretnine d.o.o.,"100 m2, samostojna, zgrajena l. 1930, prodamo. Cena: 105.000,00 EUR",,,100,,Hrvaska
6406351,NOVI VINODOLSKI,1975,185500,Casa de mar nekretnine d.o.o.,"100 m2, vrstna, zgrajena l. 1975, adaptirana l. 2003, prodamo. Cena: 185.500,00 EUR",,,100,,Hrvaska
6239583,NOVI VINODOLSKI,1912,200000,"Sonce skupina d.o.o., PE Ljubljana","105 m2, vrstna, zgrajena l. 1912, 50 m2 zemljišča, prodamo. Cena: 200.000,00 EUR",,50,105,,Hrvaska
6437732,NOVI VINODOLSKI,1960,130000,Agencija RM nekretnine d.o.o.,"108 m2, dvojček, zgrajen l. 1960, prodamo. Cena: 130.000,00 EUR",,,108,,Hrvaska
6437766,NOVI VINODOLSKI,1970,280000,Agencija RM nekretnine d.o.o.,"120 m2, dvojček, zgrajen l. 1970, 50 m2 zemljišča, prodamo. Cena: 280.000,00 EUR",,50,120,,Hrvaska
6437822,NOVI VINODOLSKI,1975,285000,Agencija RM nekretnine d.o.o.,"120 m2, samostojna, zgrajena l. 1975, prodamo. Cena: 285.000,00 EUR",,,120,,Hrvaska
6418283,NOVI VINODOLSKI,2016,195000,Casa de mar nekretnine d.o.o.,"120 m2, vrstna, adaptirana l. 2016, 186 m2 zemljišča, P+1, prodamo. Cena: 195.000,00 EUR",P+1,186,120,False,Hrvaska
6373031,NOVI VINODOLSKI,1950,135000,Kapital nekretnine d.o.o.,"123 m2, samostojna, zgrajena l. 1950, adaptirana l. 2017, 10 m2 zemljišča, prodamo. Cena: 135.000,00 EUR",,10,123,,Hrvaska
6437779,NOVI VINODOLSKI,1980,127000,Agencija RM nekretnine d.o.o.,"123 m2, dvojček, zgrajen l. 1980, adaptiran l. 2020, prodamo. Cena: 127.000,00 EUR",,,123,,Hrvaska
6242526,NOVI VINODOLSKI,1939,250000,"Sonce skupina d.o.o., PE Ljubljana","130 m2, dvojček, zgrajen l. 1939, adaptiran l. 2005, 240 m2 zemljišča, P+1, prodamo. Cena: 250.000,00 EUR",P+1,240,130,False,Hrvaska
6407216,NOVI VINODOLSKI,2012,186000,"Elite nekretnine, Obrt za promet nekretninama","135 m2, samostojna, zgrajena l. 2012, P+1/2 nad., Voda,Kanalizacija,Elektrika, prodamo. Cena: 186.000,00 EUR",P+1,,135,False,Hrvaska
6436031,NOVI VINODOLSKI,1975,215000,Agencija RM nekretnine d.o.o.,"150 m2, samostojna, zgrajena l. 1975, 250 m2 zemljišča, prodamo. Cena: 215.000,00 EUR",,250,150,,Hrvaska
6436025,NOVI VINODOLSKI,2019,695000,Agencija RM nekretnine d.o.o.,"151 m2, samostojna, zgrajena l. 2019, 715 m2 zemljišča, prodamo. Cena: 695.000,00 EUR",,715,151,,Hrvaska
6418266,NOVI VINODOLSKI,2009,229000,Casa de mar nekretnine d.o.o.,"154 m2, vrstna, zgrajena l. 2009, adaptirana l. 2020, 100 m2 zemljišča, P+1, prodamo. Cena: 229.000,00 EUR",P+1,100,154,False,Hrvaska
6434504,NOVI VINODOLSKI,2005,229000,Casa de mar nekretnine d.o.o.,"155 m2, samostojna, adaptirana l. 2005, 150 m2 zemljišča, P+1, prodamo. Cena: 229.000,00 EUR",P+1,150,155,False,Hrvaska
6400785,NOVI VINODOLSKI,1986,299000,Casa de mar nekretnine d.o.o.,"167 m2, samostojna, zgrajena l. 1986, 337 m2 zemljišča, P+1+2, prodamo. Cena: 299.000,00 EUR",P+1+2,337,167,False,Hrvaska
6238845,NOVI VINODOLSKI,1970,165000,"Sonce skupina d.o.o., PE Ljubljana","170 m2, dvojček, zgrajen l. 1970, 150 m2 zemljišča, prodamo. Cena: 165.000,00 EUR",,150,170,,Hrvaska
6238644,NOVI VINODOLSKI,1975,195000,"Sonce skupina d.o.o., PE Ljubljana","175 m2, dvojček, zgrajen l. 1975, adaptiran l. 2013, 250 m2 zemljišča, P+1, prodamo. Cena: 195.000,00 EUR",P+1,250,175,False,Hrvaska
6242470,NOVI VINODOLSKI,1987,170000,"Sonce skupina d.o.o., PE Ljubljana","177 m2, samostojna, zgrajena l. 1987, 711 m2 zemljišča, K+P+1, prodamo. Cena: 170.000,00 EUR",K+P+1,711,177,True,Hrvaska
6437782,NOVI VINODOLSKI,1980,240000,Agencija RM nekretnine d.o.o.,"177 m2, samostojna, zgrajena l. 1980, prodamo. Cena: 240.000,00 EUR",,,177,,Hrvaska
6424759,NOVI VINODOLSKI,1978,350000,Casa de mar nekretnine d.o.o.,"179 m2, samostojna, zgrajena l. 1978, adaptirana l. 2005, 900 m2 zemljišča, P+1, prodamo. Cena: 350.000,00 EUR",P+1,900,179,False,Hrvaska
6437751,NOVI VINODOLSKI,1988,360000,Agencija RM nekretnine d.o.o.,"179 m2, samostojna, zgrajena l. 1988, 700 m2 zemljišča, prodamo. Cena: 360.000,00 EUR",,700,179,,Hrvaska
6356095,NOVI VINODOLSKI,2013,166000,Kapital nekretnine d.o.o.,"182 m2, trojček, adaptiran l. 2013, 295 m2 zemljišča, K+P, prodamo. Cena: 166.000,00 EUR",K+P,295,182,True,Hrvaska
6354188,NOVI VINODOLSKI,1980,220000,Kapital nekretnine d.o.o.,"192 m2, samostojna, zgrajena l. 1980, prodamo. Cena: 220.000,00 EUR",,,192,,Hrvaska
6434584,NOVI VINODOLSKI,1869,279000,Agencija RM nekretnine d.o.o.,"192 m2, samostojna, zgrajena l. 1869, adaptirana l. 2009, prodamo. Cena: 279.000,00 EUR",,,192,,Hrvaska
6437753,NOVI VINODOLSKI,1975,240000,Agencija RM nekretnine d.o.o.,"210 m2, samostojna, zgrajena l. 1975, prodamo. Cena: 240.000,00 EUR",,,210,,Hrvaska
6433432,NOVI VINODOLSKI,2005,369700,Casa de mar nekretnine d.o.o.,"215 m2, dvojček, zgrajen l. 2005, adaptiran l. 2017, 227 m2 zemljišča, P+1+2, prodamo. Cena: 369.700,00 EUR",P+1+2,227,215,False,Hrvaska
6356092,NOVI VINODOLSKI,1988,415000,Kapital nekretnine d.o.o.,"220 m2, samostojna, zgrajena l. 1988, adaptirana l. 2015, 500 m2 zemljišča, K+P, prodamo. Cena: 415.000,00 EUR",K+P,500,220,True,Hrvaska
5959519,NOVI VINODOLSKI,1996,249000,"Sonce skupina d.o.o., PE Ljubljana","240 m2, samostojna, zgrajena l. 1996, 750 m2 zemljišča, K+P+1, prodamo. Cena: 249.000,00 EUR",K+P+1,750,240,True,Hrvaska
6436765,NOVI VINODOLSKI,1980,270000,Casa de mar nekretnine d.o.o.,"243 m2, samostojna, zgrajena l. 1980, adaptirana l. 2001, 1.123 m2 zemljišča, K+P+1, prodamo. Cena: 270.000,00 EUR",K+P+1,1123,243,True,Hrvaska
6169938,NOVI VINODOLSKI,1950,600000,"Sonce skupina d.o.o., PE Ljubljana","280 m2, samostojna, zgrajena l. 1950, adaptirana l. 2010, 700 m2 zemljišča, P+1+2, prodamo. Cena: 600.000,00 EUR",P+1+2,700,280,False,Hrvaska
6417656,NOVI VINODOLSKI,2018,545000,Casa de mar nekretnine d.o.o.,"300 m2, samostojna, zgrajena l. 2018, 100 m2 zemljišča, P+1+2, prodamo. Cena: 545.000,00 EUR",P+1+2,100,300,False,Hrvaska
6185740,NOVI VINODOLSKI,1992,421000,Moduling nepremičnine d.o.o.,"300 m2, samostojna, zgrajena l. 1992, adaptirana l. 2016, K+P+1+M, Hiša ima štiri etaže, ki se lahko prodaja posamezno. ...",K+P+1+M,,300,True,Hrvaska
6260184,NOVI VINODOLSKI,2010,590000,"Sonce skupina d.o.o., PE Ljubljana","312 m2, samostojna, zgrajena l. 2010, 1.260 m2 zemljišča, prodamo. Cena: 590.000,00 EUR",,1260,312,,Hrvaska
6412455,NOVI VINODOLSKI,2018,499000,Exclusive nekretnine d.o.o.,"330 m2, samostojna, zgrajena l. 2018, adaptirana l. 2018, 525 m2 zemljišča, P+1+2, samostojna hiša, 150m od morja, 3 apa...",P+1+2,525,330,False,Hrvaska
6238766,NOVI VINODOLSKI,1970,330000,"Sonce skupina d.o.o., PE Ljubljana","400 m2, samostojna, zgrajena l. 1970, 370 m2 zemljišča, P+1+2+M, prodamo. Cena: 330.000,00 EUR",P+1+2+M,370,400,False,Hrvaska
6412453,NOVI VINODOLSKI,2000,489000,Exclusive nekretnine d.o.o.,"450 m2, dvojček, zgrajen l. 2000, adaptiran l. 2019, 460 m2 zemljišča, P+1+2+M, DVOJNA Zgradba, 165 m od morja, parkiriš...",P+1+2+M,460,450,False,Hrvaska
6437757,NOVI VINODOLSKI,1950,345000,Agencija RM nekretnine d.o.o.,"450 m2, samostojna, zgrajena l. 1950, 1.000 m2 zemljišča, prodamo. Cena: 345.000,00 EUR",,1000,450,,Hrvaska
6427021,NOVI VINODOLSKI,2015,550000,Casa de mar nekretnine d.o.o.,"460 m2, samostojna, adaptirana l. 2015, 513 m2 zemljišča, P+1+M, prodamo. Cena: 550.000,00 EUR",P+1+M,513,460,False,Hrvaska
6354631,"NOVI VINODOLSKI, BREZE",2018,150000,Kapital nekretnine d.o.o.,"283 m2, samostojna, novogradnja, začetek gradnje l. 2018, 874 m2 zemljišča, K+P, prodamo. Cena: 150.000,00 EUR",K+P,874,283,True,Hrvaska
6234717,"NOVI VINODOLSKI, BRIBIR 4 KM",1975,179000,Zasebna ponudba,"152 m2, samostojna, zgrajena l. 1975, adaptirana l. 2010, 810 m2 zemljišča, hiša na odlični lokaciji z pogledom na morje...",,810,152,,Hrvaska
6258453,"NOVI VINODOLSKI, DEL MESTA",1987,180000,Zasebna ponudba,"177 m2, samostojna, zgrajena l. 1987, 683 m2 zemljišča, K+P+1, prodamo. Cena: cca 180.000,00 EUR",K+P+1,683,177,True,Hrvaska
6437735,"NOVI VINODOLSKI, KLENOVICA",1990,135000,Agencija RM nekretnine d.o.o.,"80 m2, samostojna, zgrajena l. 1990, 70 m2 zemljišča, prodamo. Cena: 135.000,00 EUR",,70,80,,Hrvaska
6437737,"NOVI VINODOLSKI, KLENOVICA",1989,380000,Agencija RM nekretnine d.o.o.,"200 m2, samostojna, zgrajena l. 1989, adaptirana l. 2016, 640 m2 zemljišča, prodamo. Cena: 380.000,00 EUR",,640,200,,Hrvaska
6437743,"NOVI VINODOLSKI, KLENOVICA",2010,480000,Agencija RM nekretnine d.o.o.,"210 m2, samostojna, zgrajena l. 2010, 305 m2 zemljišča, prodamo. Cena: 480.000,00 EUR",,305,210,,Hrvaska
6437764,"NOVI VINODOLSKI, KLENOVICA",2016,740000,Agencija RM nekretnine d.o.o.,"240 m2, samostojna, zgrajena l. 2016, 652 m2 zemljišča, prodamo. Cena: 740.000,00 EUR",,652,240,,Hrvaska
6437836,"NOVI VINODOLSKI, KLENOVICA",1980,270000,Agencija RM nekretnine d.o.o.,"270 m2, samostojna, zgrajena l. 1980, 1.300 m2 zemljišča, prodamo. Cena: 270.000,00 EUR",,1300,270,,Hrvaska
6434638,"NOVI VINODOLSKI, KLENOVICA",2001,415000,Agencija RM nekretnine d.o.o.,"360 m2, samostojna, zgrajena l. 2001, 500 m2 zemljišča, prodamo. Cena: 415.000,00 EUR",,500,360,,Hrvaska
6437744,"NOVI VINODOLSKI, LEDENICE",1970,145000,Agencija RM nekretnine d.o.o.,"160 m2, samostojna, zgrajena l. 1970, 290 m2 zemljišča, prodamo. Cena: 145.000,00 EUR",,290,160,,Hrvaska
6262106,NOVIGRAD,1980,265000,"Sonce skupina d.o.o., PE Ljubljana","50 m2, samostojna, zgrajena l. 1980, 1.660 m2 zemljišča, prodamo. Cena: 265.000,00 EUR",,1660,50,,Hrvaska
6118881,NOVIGRAD,1980,220000,"Sonce skupina d.o.o., PE Ljubljana","53 m2, vrstna, zgrajena l. 1980, 107 m2 zemljišča, prodamo. Cena: 220.000,00 EUR",,107,53,,Hrvaska
6402711,NOVIGRAD,1920,150000,"Sonce skupina d.o.o., PE Ljubljana","70 m2, vrstna, zgrajena l. 1920, adaptirana l. 2006, P+1+2, prodamo. Cena: 150.000,00 EUR",P+1+2,,70,False,Hrvaska
